,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
37,AA7522-2,-1,-1,1,-1,-1,4,4,-1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
38,AA7322-2,-1,-1,1,-1,-1,2,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
39,AA7706-3,-1,-1,1,,-1,3,3,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
40,MW4705-3,-1,-1,1,-1,-1,2,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
41,AA6952-3,,,2,-1,-1,2,4,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
42,AA7488-3,,,2,,-1,4,4,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
43,AA7149-3,-1,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,-1
44,AA7214-3,-1,-1,1,-1,-1,3,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
45,AA7195-3,,,1,-1,-1,,4,-1,1,-1,-1,-1,-1,1,1,1,1,1,,1,1,-1
46,AA7536-3,,-1,2,-1,-1,,4,1,-1,-1,,-1,-1,1,1,1,1,1,4,1,1,-1
47,AA7522-3,,-1,1,-1,-1,1,4,1,-1,-1,,-1,-1,1,1,1,1,1,2,1,1,-1
48,AA7706-4,-1,-1,2,,-1,1,4,-1,-1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
49,MW4705-4,-1,-1,2,-1,-1,1,4,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
50,AA7248-2,-1,-1,2,-1,-1,1,3,-1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
51,AA6952-4,,-1,1,-1,-1,,,-1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
52,AA7530-3,,-1,2,,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,-1
53,AA7488-4,-1,-1,3,-1,-1,1,3,-1,1,-1,,-1,-1,1,1,1,1,1,4,1,1,-1
54,AA7149-4,,,1,-1,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
55,MW5191-0,-1,-1,1,-1,-1,4,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
56,AA7214-4,,-1,1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
57,AA7367-0,-1,-1,2,-1,-1,4,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
58,AA7195-4,-1,-1,2,-1,-1,,2,-1,-1,-1,,,,1,1,1,1,1,4,1,1,-1
59,AA7536-4,,-1,2,-1,-1,,,1,-1,-1,,-1,-1,1,1,1,-1,1,1,1,1,-1
60,AA7322-3,,-1,2,-1,-1,3,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
61,AA7522-4,-1,-1,2,-1,-1,3,3,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
62,AA7101-2,-1,-1,1,-1,-1,-1,3,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
63,AA7706-5,-1,-1,1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
64,MW4705-5,-1,-1,2,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
65,AA7248-3,-1,,1,-1,-1,,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
66,AA6952-5,-1,-1,1,-1,-1,2,3,1,1,-1,,,,1,1,1,1,1,3,1,1,-1
67,AA7530-4,-1,-1,1,,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
68,AA7488-5,-1,-1,2,,-1,3,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
69,AA7149-5,,-1,2,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
70,AA7214-5,,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
71,AA7367-1,-1,-1,1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
72,AA7195-5,-1,-1,1,,-1,4,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
73,AA7536-5,-1,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
74,AA7322-4,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
75,AA7522-5,-1,-1,1,-1,-1,1,4,1,1,-1,,-1,-1,1,1,1,1,1,2,1,1,-1
76,AA7101-3,-1,-1,1,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
77,AA7706-6,,-1,2,-1,-1,1,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
78,MW4705-6,-1,-1,2,-1,-1,3,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
79,AA7149-6,-1,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
80,AA7214-6,-1,-1,1,-1,-1,3,3,1,1,-1,,-1,-1,1,1,1,1,1,1,-1,1,-1
81,AA7195-6,-1,-1,1,-1,-1,2,-1,,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
82,MW4705-7,-1,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
83,AA7706-7,,,,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
84,AA6952-6,,-1,2,-1,-1,1,3,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
85,AA7488-6,-1,-1,2,,-1,4,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
86,AA7149-7,,-1,2,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1
87,AA7214-7,-1,-1,1,-1,-1,1,2,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
88,AA7195-7,,-1,2,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,-1
89,AA7706-8,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,,,,,,,,
90,MW4705-8,,-1,2,-1,-1,1,3,1,,,,,,,,,,,,,,
91,AA6952-7,-1,,1,,,,,,,,,,,,,,,,,,,
