,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
37,AA6952-3,-1,-1,1,-1,-1,1,4,1,1,-1,,,,1,1,1,1,1,-1,1,1,-1
38,AA7488-3,-1,-1,-1,,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
39,MW4640-3,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
40,AA7322-3,-1,-1,-1,-1,-1,1,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
41,AA7101-4,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
42,AA7536-4,-1,-1,-1,-1,-1,,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
43,AA7248-4,-1,,-1,-1,-1,,,1,1,-1,,,,1,1,1,1,1,-1,1,1,-1
44,AA7149-4,-1,-1,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
45,AA7195-3,,-1,-1,-1,-1,3,4,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
46,AA6952-4,-1,-1,-1,-1,-1,3,3,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
47,AA7188-0,,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
48,AA7488-4,-1,-1,-1,,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
49,MW4640-4,-1,-1,-1,-1,-1,4,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
50,AA7322-4,-1,-1,-1,-1,-1,5,2,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
51,AA7101-5,-1,-1,-1,-1,-1,,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
52,AA7536-5,,-1,-1,-1,-1,,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
53,AA7706-3,-1,-1,-1,-1,,3,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
54,AA7248-5,,,1,-1,-1,,,1,1,-1,,-1,,,1,1,1,1,-1,1,1,-1
55,AA7492-0,,-1,1,-1,-1,,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
56,AA7149-5,-1,-1,-1,-1,-1,2,2,1,1,-1,,,,1,1,1,1,1,1,1,1,-1
57,AA7195-4,,,-1,-1,-1,2,,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
58,AA6952-5,-1,-1,-1,-1,-1,,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
59,AA7188-1,,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
60,AA7488-5,-1,-1,-1,-1,,3,1,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
61,MW4640-5,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
62,AA7322-5,-1,-1,1,-1,-1,2,2,1,1,-1,,-1,,1,1,1,1,1,1,1,1,-1
63,AA7101-6,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
64,AA7706-4,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
65,AA7492-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
66,AA7536-6,-1,-1,1,-1,-1,1,4,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
67,AA7248-6,,,1,-1,-1,,,1,1,-1,,-1,-1,1,1,1,1,1,-1,1,1,-1
68,AA7149-6,,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
69,AA6952-6,,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
70,AA7488-6,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
71,MW4640-6,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
72,AA7322-6,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
73,AA7536-7,,-1,1,-1,-1,3,2,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
74,AA7248-7,,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
75,AA7149-7,-1,-1,1,-1,-1,1,3,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
76,AA6952-7,,,1,-1,-1,,,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
77,AA7488-7,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
78,MW4640-7,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
79,AA7322-7,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,-1
80,AA7536-8,,-1,-1,-1,-1,,1,1,1,-1,,,,,,,,,,,,
81,AA7248-8,,-1,1,-1,-1,,1,1,,,,,,,,,,,,,,
