,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MS2259-1,,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,4,1,1,1,1,-1,1,1,1,,,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,2,-1,1,1,2,5,-1,3,1,,-1,-1
11,MS1935-1,,1,1,1,1,,,,,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,,,1,1,1,1,1,-1,1,2,1,4,-1,5,3,-1,-1,-1
12,MS1695-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,2,1,2,4,-1,3,1,-1,-1,-1
13,MW3053-1,-1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,4,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,-1,1,1,2,5,-1,4,3,-1,-1,-1
14,MS2365-1,,1,2,1,3,4,1,-1,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,2,1,1,5,-1,5,3,-1,-1,-1
15,MW2856-1,,1,1,1,1,2,1,-1,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,-1,1,1,1,2,2,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,3,-1,5,2,-1,-1,-1
16,MW2390-2,,1,1,3,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,1,1,2,1,3,-1,4,1,-1,-1,-1
17,MS1695-2,,1,2,2,2,3,1,-1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,4,-1,2,3,-1,-1,-1
18,MW2780-2,,1,1,1,1,2,2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,3,-1,3,2,-1,-1,-1
19,MS2259-2,,1,1,1,1,4,4,-1,,1,2,2,1,1,1,1,1,,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,2,-1,1,1,2,4,-1,5,2,-1,-1,-1
20,MS1935-2,,1,2,1,1,1,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,5,-1,-1,2,-1,-1,-1
21,MW3053-2,,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,2,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,3,-1,-1,-1
22,MS2365-2,-1,1,1,2,1,1,3,-1,1,2,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,2,1,1,5,1,1,2,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,2,5,-1,4,4,-1,-1,-1
23,MW2390-3,-1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,3,-1,-1,5,1,-1,-1,-1
24,MS1695-3,-1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,2,1,1,1,5,-1,3,2,-1,-1,-1
25,MW2780-3,-1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,2,2,1,1,1,1,1,3,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,2,1,1,1,1,1,1,1,1,4,5,-1,5,3,-1,-1,-1
26,MS2259-3,-1,1,1,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,4,1,1,1,-1,-1,1,1,1,1,,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,2,1,1,3,1,-1,-1,,3,-1,-1,-1
27,MS1935-3,-1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,-1,-1,-1,-1,1,1,1,1,-1,1,,1,1,1,1,2,1,1,-1,-1,5,4,-1,-1,-1
28,MW2856-2,-1,2,1,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,1,1,2,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,4,4,-1,-1,-1
29,MW3053-3,-1,1,2,1,4,2,4,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,1,-1,1,1,1,3,1,1,1,1,1,1,1,-1,-1,-1,-1,1,4,1,-1,-1,1,1,1,1,1,1,1,1,2,4,-1,5,4,-1,-1,-1
30,MS2365-3,-1,1,1,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,2,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,2,1,2,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,3,-1,5,4,-1,-1,-1
31,MW5645-0,-1,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,1,1,1,1,-1,1,1,1,4,4,1,1,3,1,4,-1,5,4,-1,-1,-1
32,MW2390-4,-1,1,2,5,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,1,3,1,1,1,1,4,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,4,1,3,3,1,4,-1,5,3,-1,-1,-1
33,MS1695-4,,1,1,4,4,1,4,1,1,1,1,2,1,1,1,-1,-1,-1,1,1,2,-1,-1,1,1,-1,-1,1,1,1,2,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,3,1,1,-1,-1,1,1,1,5,4,1,2,3,1,4,-1,5,4,-1,-1,-1
34,MX1544-0,-1,1,1,1,4,1,4,1,1,1,-1,1,1,1,1,3,2,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,1,1,1,2,4,1,3,-1,-1,-1,4,1,1,-1,1,1,1,1,5,4,1,3,2,2,5,-1,5,3,-1,-1,-1
35,MW2780-4,,2,2,1,2,2,3,1,1,3,3,1,1,1,1,1,1,1,1,3,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,2,3,1,2,-1,-1,-1,3,1,1,-1,-1,1,1,1,3,3,1,2,4,2,5,-1,5,3,-1,-1,-1
36,MS2259-4,-1,1,2,4,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,3,1,1,1,1,2,1,1,1,1,-1,1,1,1,1,,1,1,2,4,3,3,-1,-1,-1,3,1,1,-1,-1,1,1,1,1,1,1,1,1,2,-1,-1,,3,-1,-1,-1
37,MS1935-4,,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,,1,4,-1,1,1,1,-1,-1,1,1,1,3,1,1,1,1,1,1,1,1,1,-1,-1,1,,1,1,1,1,2,4,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,3,2,2,1,3,-1,2,2,-1,-1,-1
38,MS2365-4,,2,1,4,2,1,2,2,1,1,1,1,4,1,1,1,1,1,3,1,4,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,4,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,4,-1,3,1,-1,-1,-1
39,MW3053-4,,2,1,1,2,3,3,1,4,1,1,1,1,1,1,1,1,1,2,1,2,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,3,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,3,1,1,2,1,1,1,1,4,-1,4,2,-1,-1,-1
40,MW2390-5,,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,5,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,2,4,-1,3,2,-1,-1,-1
41,MX1544-1,,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,2,1,,,,5,-1,1,1,-1,-1,-1
42,MS1695-5,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,1,1,1,1,1,1,1,1,4,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,4,-1,3,3,-1,-1,-1
43,MW2780-5,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,3,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,3,-1,3,1,-1,-1,-1
44,MS2259-5,,1,1,2,1,1,1,1,,1,3,1,1,1,1,1,1,,,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,,,-1,-1,1,,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,3,-1,,1,-1,-1,-1
45,MS1935-5,,1,1,2,1,,1,-1,1,1,2,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,3,1,1,1,,,-1,,1,,-1,-1
46,MW3053-5,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,-1,4,2,-1,-1,-1
47,MW2390-6,,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,4,-1,1,2,-1,-1,-1
48,MS1695-6,,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,
49,MX1544-2,-1,1,1,3,4,2,3,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MW2780-6,,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MS2259-6,-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MS1935-6,-1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
